,properIngredients,cuisine,pred_cuisine,check
25928,fresh dill potato salt potato starch water mushroom bread crumbs flour egg milk butter,russian,russian,True
29929,powdered sugar light corn syrup unsweetened chocolate unsweetened cocoa powder instant espresso powder vanilla extract chopped pecans ground cinnamon unsalted butter cookie crumbs boiling water sugar whipping cream caramel ice cream,mexican,french,False
16446,olive oil kosher salt thyme fresh basil cracked black pepper rosemary oregano,italian,italian,True
11085,pork pineapple juice sliced green onions sesame oil garlic cloves soy sauce loin brown sugar rice vinegar corn starch,chinese,chinese,True
20767,chicken broth juniper berries beef parsley all purpose flour warm water kosher salt bay leaves dry red wine carrot tomato paste dried porcini mushrooms ground black pepper arrowroot chopped celery plum tomatoes fresh rosemary white wine fresh thyme butter chopped onion,italian,italian,True
34926,kosher salt purple onion jalapeno chilies lime tomato cilantro,mexican,mexican,True
6143,pepper purple onion grape tomatoes balsamic vinegar dried rosemary tomato olive oil salt sugar cheese,italian,italian,True
33298,pure vanilla extract ground cinnamon whole milk salt buttermilk biscuits cream lemon walnut light brown sugar powdered sugar butter apple pie filling nutmeg granulated sugar apple,southern_us,southern_us,True
34338,water salt mayonaise garlic juice ground white pepper ground ginger hot pepper sauce ground mustard ketchup paprika white sugar,japanese,southern_us,False
93,ground pork finely chopped fresh parsley onion salt vinegar caul fat,greek,southern_us,False
20762,black pepper shallot tarragon unsalted butter white wine vinegar large egg yolks fresh tarragon cold water dry white wine salt,french,french,True
9360,fresh oregano dried oregano garlic powder lemon juice frozen chopped spinach rice salt feta cheese crumbles,greek,greek,True
3512,vidalia onion unsalted butter peanut oil sliced green onions pepper salt pork loin chops chicken broth sherry vinegar all purpose flour bartlett pears kosher salt dry sherry freshly ground pepper,southern_us,southern_us,True
27742,grated parmesan cheese olive oil fresh basil leaves pinenuts salt garlic,italian,italian,True
2019,lime rind salt ground cumin fish fillets green onions chopped fresh mint grape tomatoes jalapeno chilies fresh lime juice olive oil cucumber,spanish,spanish,True
24237,herb salt pepper parsley egg flour oil olive oil canned snails,french,italian,False
35614,tomato sauce grated parmesan cheese garlic cloves tomato olive oil salt dried basil butter dried oregano egg boneless chicken breast halves dry bread crumbs,italian,italian,True
24801,dark soy sauce shiitake vegetable oil garlic water chinese sausage ginger corn starch chinese rice wine vegetable chicken meat salt light soy sauce sesame oil white rice,chinese,chinese,True
6757,baking soda garlic soy sauce Shaoxing wine chicken sweet soy sauce dark sesame oil thai basil ginger,chinese,chinese,True
22257,brown sugar salt chili powder pepper chopped pecans orange juice concentrate butter,southern_us,southern_us,True
8886,ground black pepper spaghetti tomato sauce ricotta cheese grated parmesan cheese olive oil salt,italian,italian,True
12927,sugar large garlic cloves salt medium shrimp cockle basil leaves crushed red pepper thyme sprigs mussel bottled clam juice extra virgin olive oil squid tentacle italian plum tomatoes linguine freshly ground pepper,italian,italian,True
33509,water egg yolks arugula kosher salt freshly grated parmesan salt egg olive oil wonton wrappers pepper ground black pepper ricotta,italian,italian,True
2249,light soy sauce chinese five spice powder tofu vegetable oil white sugar rice wine garlic cloves pork salt,chinese,chinese,True
39019,bacon cooked white rice celery ribs cayenne pepper diced tomatoes onion worcestershire sauce okra,southern_us,cajun_creole,False
2838,cooked rice minced garlic green onions all purpose flour red bell pepper crawfish bay leaves chopped celery creole seasoning tomato sauce chopped green bell pepper butter hot sauce fresh parsley crab sherry diced tomatoes yellow onion,cajun_creole,cajun_creole,True
39424,black pepper olive oil ranch dressing purple onion taco seasoning ripe olives garlic salt pico de gallo chili roma tomatoes worcestershire sauce salsa pinto beans chopped cilantro corn poblano peppers lean ground beef salt lemon pepper fresh lime juice iceberg lettuce pickled jalapenos jack jalapeno chilies garlic tortilla chips sour cream onion,mexican,mexican,True
12283,soy sauce ginger corn starch Shaoxing wine scallion lobster all purpose flour ground white pepper sugar sesame oil oil,chinese,chinese,True
9354,water green onions flour tortillas creole seasoning sweet onion chicken breasts low sodium chicken broth roux,cajun_creole,mexican,False
12744,sherry vinegar baby spinach chickpea olive oil dijon mustard extra virgin olive oil red bell pepper eggplant harissa purple onion fresh mint kosher salt ground black pepper yellow bell pepper vinaigrette,moroccan,spanish,False
23522,soy sauce low sodium chicken broth peanut oil toasted sesame oil water rice vinegar oyster sauce minced garlic flank steak scallion light brown sugar fresh ginger broccoli corn starch,chinese,chinese,True
34031,black pepper ground pork wine cane vinegar purple onion brown sugar msg garlic soy sauce paprika corn starch,filipino,chinese,False
12221,shallot grated lemon peel anchovy fillets unsalted butter fresh lemon juice new york strip steaks,french,french,True
30927,hungarian sweet paprika olive oil frozen whole kernel corn non fat sour cream red bell pepper water fresh parmesan cheese basil garlic cloves boiling water fresh basil artichoke hearts butter salt onion yellow corn meal sun dried tomatoes dry white wine crushed red pepper ripe olives,italian,italian,True
10253,egg minced garlic enokitake sesame oil carrot wasabi pepper beef chive english cucumber sugar water vinegar salt soy sauce shiitake flour mustard powder,korean,japanese,False
31738,fresh ginger butter chana dal salt water chili powder rajma garam masala urad dal,indian,indian,True
27502,white pepper Shaoxing wine chopped onion sugar water ground pork soy sauce yardlong beans sauce minced garlic soya bean corn starch,chinese,chinese,True
14403,pepper vegetable oil fenugreek seeds ghee tomato coriander powder garlic smoked paprika ground cumin water ginger carrot onion tumeric shredded cabbage salt red bell pepper,indian,indian,True
35446,kosher salt lamb stew meat chickpea chopped cilantro fresh curry powder diced tomatoes chopped onion ground cumin rice stick noodles peeled fresh ginger whipping cream ground coriander fat free less sodium chicken broth mango chutney all purpose flour garlic cloves,indian,indian,True
18399,rosemary sprigs chop fine pecan salt pepper butter cream cheese  soften seasoned bread crumbs egg yolks all purpose flour fresh rosemary large eggs kalamata sour cream,greek,southern_us,False
35358,water salt corn starch boneless skinless chicken breast halves pepper garlic chinese five spice powder onion soy sauce red pepper flakes roasted peanuts celery brown sugar vegetable oil rice vinegar toasted sesame oil,chinese,chinese,True
24397,ground cinnamon golden raisins onion olive oil salt ground cumin slivered almonds meat pear ground ginger ground black pepper ground coriander,moroccan,moroccan,True
28603,brown sugar water broccoli florets red pepper flakes peanut oil corn starch ground ginger soy sauce Sriracha marinade salt garlic cloves chinese rice wine garlic powder flank steak ginger scallion chicken broth pepper hoisin sauce sesame oil sauce oyster sauce,chinese,chinese,True
15800,bread rolls pecorino romano cheese butter italian seasoning,italian,italian,True
33712,fish sauce fresh ginger hot chili sauce water ramen noodles sliced mushrooms fresh spinach green onions carrot fresh basil lime garlic medium shrimp,thai,vietnamese,False
35715,water garlic vegetable oil onion curry powder salt red pepper chicken,jamaican,indian,False
37785,unsalted butter polenta water parmigiano reggiano cheese,italian,italian,True
28677,grated orange peel bourbon whiskey maple syrup phyllo dough chopped almonds bacon water date sugar butter,greek,southern_us,False
3310,tomato sauce finely chopped onion salt ground round garlic powder dry mustard green pepper egg substitute ground red pepper margarine vegetable oil cooking spray prepared horseradish onion flakes sliced mushrooms,cajun_creole,southern_us,False
480,shredded cheddar cheese vegetable shortening Smithfield Ham baking powder salt butter all purpose flour green onions buttermilk,southern_us,southern_us,True
23708,warm water cooking spray whole wheat flour cornmeal plain low fat yogurt dry yeast bread flour olive oil sea salt,indian,indian,True
24070,egg olive oil garlic cloves tofu lime rice noodles onion soy sauce fish broth beansprouts sugar peanut shrimp,thai,thai,True
43,salmon fillets shallot cumin seed fresh cilantro salt curry powder vegetable oil serrano chile fresh ginger sauce,indian,indian,True
20402,heavy cream cooking oil amaretto large eggs bittersweet chocolate,french,italian,False
1775,garlic powder fish sauce dried red chile peppers rice vinegar water splenda no calorie sweetener,vietnamese,vietnamese,True
24065,sugar egg yolks ground black pepper roquefort cheese whipping cream,french,french,True
38158,blue crabs peeled fresh ginger soy sauce salt sugar cilantro stems water chinese black vinegar,chinese,chinese,True
36801,linguine dried oregano parsley garlic cloves diced tomatoes feta cheese crumbles olive oil crushed red pepper large shrimp,greek,greek,True
32822,mushroom caps asiago large shrimp fat free less sodium chicken broth chopped fresh chives garlic cloves fettucine finely chopped onion salt olive oil dry white wine flat leaf parsley,italian,italian,True
30287,soy sauce garlic sesame oil cooking sherry pepper steak sugar ginger onion,korean,chinese,False
13655,grated parmesan cheese linguine margarine chicken broth chicken breast halves all purpose flour fresh mushrooms fontina cheese half   half salt chopped onion minced garlic dry sherry dry bread crumbs ground white pepper,italian,italian,True
13094,black beans green onions tomato salad greens fresh lime juice avocado fresh cilantro salt black pepper jalapeno chilies fresh parsley,mexican,mexican,True
9583,lime juice chicken breasts cilantro leaves sugar thai basil vegetable oil curry paste wide rice noodles lime shallot coconut milk minced garlic reduced sodium soy sauce vietnamese fish sauce sliced green onions,thai,thai,True
29200,spinach olive oil chicken breasts garlic oregano cottage cheese parmesan cheese ricotta cheese crushed red pepper tomato mozzarella cheese wheat pasta rotel garlic salt black pepper zucchini basil onion,italian,italian,True
